Species.name.standardized.TPL.2016,Leaf.Area..mm2.,Nmass..mg.g.,LMA..g.m2.,Plant.Height..m.,Seed.Mass..mg.,SSD.combined..mg.mm3.,Accepted_name_TNRS2022,coment,growth_form,growthform_source
Tovomitopsis membranacea,7221.64,26.15,80.972,5,1861.3909,0.34,Chrysochlamys membranacea,original_Diaz,tree,GIFT
Townsendia exscapa,48,18.29,83.333,0.03,0.4743,0.232,Townsendia exscapa,original_Diaz,herb,GIFT
Toxicodendron diversilobum,1676.5,18.752,68.693,2.6,33.036,0.63,Toxicodendron diversilobum,original_Diaz,shrub,GIFT
Tradescantia ohiensis,1323.26,10.404,51.679,0.41,3.5276,0.119,Tradescantia ohiensis,original_Diaz,herb,GIFT
Tragopogon dubius,610.56,26.31,46.2,0.487,8.2142,0.367,Tragopogon dubius,original_Diaz,herb,GIFT
Tragopogon porrifolius,1398.57,20.441,32.862,0.917,10.9937,0.174,Tragopogon porrifolius,original_Diaz,herb,GIFT
Tragopogon pratensis,681.68,21.9,42.594,0.47,7.0628,0.161,Tragopogon pratensis,original_Diaz,herb,GIFT
Tragus racemosus,700,22.183,49.059,0.192,0.3194,0.37,Tragus racemosus,original_Diaz,herb,GIFT
Trapa natans,2278.57,27.788,78.705,0.288,834,0.21,Trapa natans,original_Diaz,herb,GIFT
Trattinnickia aspera,9620.65,19.919,94.957,35.173,204.5138,0.428,Trattinnickia aspera,original_Diaz,tree,GIFT
Trema micrantha,3144.9,27.601,57.569,18.268,4.5053,0.372,Trema micranthum,original_Diaz,tree,GIFT
Trema orientalis,3086.9,30.693,77.625,3.913,4.2377,0.341,Trema orientale,original_Diaz,tree,GIFT
Triadica cochinchinensis,1890,19.646,47.679,15.492,46.6,0.339,Triadica cochinchinensis,original_Diaz,tree,GIFT
Tribulus terrestris,68.06,33.763,32.627,0.038,13.1133,0.257,Tribulus terrestris,original_Diaz,herb,GIFT
Trichilia martiana,3612.9,21.7,60.901,25,236.4,0.492,Trichilia martiana,original_Diaz,tree,GIFT
Trichilia pallida,6347.52,28.907,63.682,22.069,70.59,0.581,Trichilia pallida,original_Diaz,tree,GIFT
Trichilia pleeana,7185.75,25.2,102.564,30,356.0742,0.633,Trichilia pleeana,original_Diaz,tree,GIFT
Trichilia quadrijuga,1926.17,23.012,53.094,30,26.8944,0.479,Trichilia quadrijuga,original_Diaz,tree,GIFT
Trichilia tuberculata,3472.95,22.543,86.802,31.116,142.3789,0.648,Trichilia tuberculata,original_Diaz,tree,GIFT
Trichospermum galeottii,3844,18.5,71.273,25.71,2.5064,0.303,Trichospermum galeottii,original_Diaz,tree,GIFT
Trichospermum mexicanum,2884.15,18.08,96.434,20,2.8413,0.37,Trichospermum mexicanum,original_Diaz,tree,GIFT
Tridens flavus,989.33,13.07,80,0.376,0.7781,0.413,Tridens flavus,original_Diaz,herb,GIFT
Trifolium alpestre,235.26,25,83.539,0.215,1.2898,0.309,Trifolium alpestre,original_Diaz,herb,GIFT
Trifolium arvense,54.67,25.68,49.39,0.147,0.3968,0.413,Trifolium arvense,original_Diaz,herb,GIFT
Trifolium badium,108.32,44.95,20.412,0.144,0.8843,0.165,Trifolium badium,original_Diaz,herb,GIFT
Trifolium dubium,39.8,33.31,39.866,0.208,0.3526,0.33,Trifolium dubium,original_Diaz,herb,GIFT
Trifolium hybridum,1410.42,42.613,43.737,0.433,0.7191,0.21,Trifolium hybridum,original_Diaz,herb,GIFT
Trifolium longipes,63.46,36.39,49.554,0.087,1.1944,0.2,Trifolium longipes,original_Diaz,herb,GIFT
Trifolium medium,479,33.6,55.237,0.284,2.0912,0.279,Trifolium medium,original_Diaz,herb,GIFT
Trifolium montanum,739.36,35.432,51.132,0.275,0.7353,0.224,Trifolium montanum,original_Diaz,herb,GIFT
Trifolium pratense,479.71,39.003,43.367,0.307,1.5576,0.206,Trifolium pratense,original_Diaz,herb,GIFT
Trifolium repens,204.05,42.365,37.157,0.158,0.5339,0.151,Trifolium repens,original_Diaz,herb,GIFT
Trigonella foenum-graecum,213.26,33.3,45.851,0.415,11.8572,0.165,Trigonella foenum-graecum,original_Diaz,herb,GIFT
Trilepisium madagascariense,2616.61,23.32,65.307,31.623,713.02,0.49,Trilepisium madagascariense,original_Diaz,tree,GIFT
Trinia glauca,554.31,26.603,71.745,0.214,1.6633,0.208,Trinia glauca,original_Diaz,herb,GIFT
Triplaris cumingiana,18482.36,27.41,59.152,24.139,54.7403,0.53,Triplaris cumingiana,original_Diaz,tree,GIFT
Tripleurospermum maritimum,153.79,24.4,67.249,0.235,0.2096,0.194,Tripleurospermum maritimum,original_Diaz,herb,GIFT
Trisetum flavescens,329.18,23.955,45.072,0.358,0.2675,0.335,Trisetum flavescens,original_Diaz,herb,GIFT
Triticum aestivum,2845.5,40.411,38.746,0.943,37.3384,0.207,Triticum aestivum,original_Diaz,herb,GIFT
Trollius europaeus,5700.62,23.954,48.033,0.346,0.8969,0.194,Trollius europaeus,original_Diaz,herb,GIFT
Trophis caucana,8167.31,21.83,46.423,15.806,30.54,0.473,Trophis caucana,original_Diaz,tree,GIFT
Trophis mexicana,1388.25,16.867,63.939,12,50,0.68,Trophis mexicana,original_Diaz,tree,GIFT
Tsuga canadensis,13.3,12.754,133.094,26.59,2.5926,0.43,Tsuga canadensis,original_Diaz,tree,GIFT
Tsuga heterophylla,75,11.901,82.109,45.141,1.7356,0.445,Tsuga heterophylla,original_Diaz,tree,GIFT
Turpinia occidentalis,3177.97,21.08,57.059,22.849,43.6529,0.375,Turpinia occidentalis,original_Diaz,tree,GIFT
Turritis glabra,1820.48,29.328,37.616,0.659,0.0618,0.183,Turritis glabra,original_Diaz,herb,GIFT
Tussilago farfara,66919.48,25.354,61.847,0.276,0.2952,0.183,Tussilago farfara,original_Diaz,herb,GIFT
Typha angustifolia,9475.81,14.533,142.343,1.587,0.0941,0.238,Typha angustifolia,original_Diaz,herb,GIFT
Typha latifolia,17369.99,14.43,94.613,1.526,0.0576,0.173,Typha latifolia,original_Diaz,herb,GIFT
Ulex europaeus,10.54,30.396,112.019,1.165,6.3517,0.667,Ulex europaeus,original_Diaz,shrub,GIFT
Ulmus americana,6018.97,20.493,82.591,37.074,5.4276,0.497,Ulmus americana,original_Diaz,tree,GIFT
Ulmus glabra,3823.83,21.733,58.84,31.747,12.3809,0.555,Ulmus glabra,original_Diaz,tree,GIFT
Ulmus laevis,3318.59,14.7,34.051,27.942,7.1467,0.593,Ulmus laevis,original_Diaz,tree,GIFT
Ulmus minor,2409.28,23.148,60.07,23.375,4.9071,0.522,Ulmus minor,original_Diaz,tree,GIFT
Ulmus parvifolia,378.04,31.565,88.252,21.378,3.2013,0.73,Ulmus parvifolia,original_Diaz,tree,GIFT
Ulmus pumila,964.34,29.296,100.319,12.53,6.254,0.54,Ulmus pumila,original_Diaz,tree,GIFT
Ulmus rubra,6858.34,20.952,59.823,27.649,11.068,0.57,Ulmus rubra,original_Diaz,tree,GIFT
Umbellularia californica,1615,15.517,125.964,26.587,1878.9648,0.549,Umbellularia californica,original_Diaz,tree,GIFT
Umbilicus rupestris,1744,16.7,33.786,0.158,0.0081,0.121,Umbilicus rupestris,original_Diaz,herb,GIFT
Unonopsis perrottetii,3213.85,28.298,68.684,14.879,254.442,0.685,Unonopsis perrottetii,original_Diaz,tree,GIFT
Unonopsis pittieri,9069.48,19.679,66.209,22.335,933.93,0.39,Unonopsis pittieri,original_Diaz,tree,GIFT
Unonopsis rufescens,5554.48,23.95,53.447,12,45.6618,0.635,Unonopsis rufescens,original_Diaz,tree,GIFT
Urera caracasana,14004.35,34.075,47.304,7.071,0.3716,0.356,Urera caracasana,original_Diaz,tree,GIFT
Urera elata,5702.75,13.7,39.707,5,0.7,0.49,Urera elata,original_Diaz,shrub,GIFT
Urtica dioica,1552.74,42.917,34.575,0.883,0.1399,0.118,Urtica dioica,original_Diaz,herb,GIFT
Utricularia vulgaris,181.17,28.872,11.069,0.368,0.0283,0.041,Utricularia vulgaris,original_Diaz,herb,GIFT
Uvularia grandiflora,2883,20.544,22.06,0.398,5.02,0.154,Uvularia grandiflora,original_Diaz,herb,GIFT
Vaccinium myrtillus,145.27,16.398,51.936,0.224,0.2917,0.459,Vaccinium myrtillus,original_Diaz,shrub,GIFT
Vaccinium vitis-idaea,75.3,10.574,130.791,0.14,0.3088,0.38,Vaccinium vitis-idaea,original_Diaz,shrub,GIFT
Valeriana dioica,812.12,23.61,35.442,0.204,0.6361,0.179,Valeriana dioica,original_Diaz,herb,GIFT
Valeriana officinalis,7169.9,15.76,37.169,0.823,1.0655,0.167,Valeriana officinalis,original_Diaz,herb,GIFT
Valerianella locusta,196.25,25.589,27.898,0.105,0.9838,0.148,Valeriana locusta,original_Diaz,herb,GIFT
Valerianella rimosa,78.75,10.786,18.786,0.204,1.3323,0.154,Valeriana rimosa,original_Diaz,herb,GIFT
Vallisneria americana,21861.6,28.498,22.757,0.3,3.35,0.052,Vallisneria americana,original_Diaz,herb,GIFT
Veratrum album,12929.81,38.06,36.075,0.852,3.5707,0.127,Veratrum album,original_Diaz,herb,GIFT
Verbascum lychnitis,18399.5,13.498,72.569,0.908,0.1143,0.201,Verbascum lychnitis,original_Diaz,herb,GIFT
Verbascum thapsus,7045.53,21.624,66.692,0.879,0.0886,0.231,Verbascum thapsus,original_Diaz,herb,GIFT
Verbena bracteata,260,25.13,50.761,0.15,0.4827,0.224,Verbena bracteata,original_Diaz,herb,GIFT
Verbena hastata,1473.42,24.736,62.989,0.915,0.225,0.258,Verbena hastata,original_Diaz,herb,GIFT
Verbena stricta,902.18,10.6,73.997,0.848,1.0374,0.237,Verbena stricta,original_Diaz,herb,GIFT
Veronica alpina,55.93,30.962,38.306,0.066,0.0704,0.206,Veronica alpina,original_Diaz,herb,GIFT
Veronica anagallis-aquatica,1291.85,27.23,23.484,0.367,0.0427,0.148,Veronica anagallis-aquatica,original_Diaz,herb,GIFT
Veronica arvensis,44.19,19.858,41.236,0.077,0.1127,0.175,Veronica arvensis,original_Diaz,herb,GIFT
Veronica austriaca,184.11,17.22,45.756,0.301,0.4239,0.196,Veronica austriaca,original_Diaz,herb,GIFT
Veronica beccabunga,472.73,49.743,24.776,0.309,0.0513,0.144,Veronica beccabunga,original_Diaz,herb,GIFT
Veronica chamaedrys,300.12,21.614,34.383,0.2,0.1898,0.212,Veronica chamaedrys,original_Diaz,herb,GIFT
Veronica filiformis,49.84,9.372,28.211,0.153,0.27,0.18,Veronica filiformis,original_Diaz,herb,GIFT
Veronica gentianoides,69.33,27.484,77.399,0.148,0.2244,0.19,Veronica gentianoides,original_Diaz,herb,GIFT
Veronica hederifolia,260.68,14.168,36.641,0.161,3.7417,0.139,Veronica hederifolia,original_Diaz,herb,GIFT
Veronica longifolia,613.39,17.44,42.74,0.857,0.0732,0.204,Veronica longifolia,original_Diaz,herb,GIFT
Veronica montana,458,20.037,30.291,0.268,0.3923,0.237,Veronica montana,original_Diaz,herb,GIFT
Veronica officinalis,87.3,18.271,39.259,0.126,0.1234,0.217,Veronica officinalis,original_Diaz,herb,GIFT
Veronica persica,492.06,23.717,26.504,0.164,0.5757,0.292,Veronica persica,original_Diaz,herb,GIFT
Veronica spicata,155.76,23.432,81.086,0.266,0.1424,0.239,Veronica spicata,original_Diaz,herb,GIFT
Veronica urticifolia,1497.15,25.43,15.52,0.363,0.1049,0.153,Veronica urticifolia,original_Diaz,herb,GIFT
Viburnum lantana,4083.86,11.29,53.105,2.758,32.1226,0.778,Viburnum lantana,original_Diaz,shrub,GIFT
Viburnum opulus,3016.08,21.577,58.28,2.808,27.4292,0.5,Viburnum opulus,original_Diaz,shrub,GIFT
Vicia americana,83.89,42.077,41.354,0.325,12.8953,0.261,Vicia americana,original_Diaz,herb,GIFT
Vicia cracca,713.54,39.207,44.04,0.626,15.28,0.233,Vicia cracca,original_Diaz,herb,GIFT
Vicia hirsuta,14.13,43.2,45.501,0.316,5.4198,0.211,Vicia hirsuta,original_Diaz,herb,GIFT
Vicia sativa,75,51.274,42.807,0.45,20.6355,0.172,Vicia sativa,original_Diaz,herb,GIFT
Vicia sepium,59.14,46,25.593,0.445,19.4674,0.284,Vicia sepium,original_Diaz,herb,GIFT
Victoria amazonica,2796250,14.99,120.105,4.167,177.6,0.12,Victoria amazonica,original_Diaz,herb,GIFT
Vinca minor,565,33.247,54.748,0.198,6.13,0.195,Vinca minor,original_Diaz,herb,GIFT
Vincetoxicum hirundinaria,1438.41,37.134,22.5,0.529,6.1809,0.181,Vincetoxicum hirundinaria,original_Diaz,herb,GIFT
Viola alba,919.78,17.294,44.723,0.07,1.6939,0.232,Viola alba,original_Diaz,herb,GIFT
Viola arvensis,531.89,24.236,41.747,0.124,0.428,0.182,Viola arvensis,original_Diaz,herb,GIFT
Viola biflora,140.22,38.93,19.116,0.11,0.74,0.164,Viola biflora,original_Diaz,herb,GIFT
Viola canadensis,1040,20.71,25.84,0.07,1.1296,0.201,Viola canadensis,original_Diaz,herb,GIFT
Viola canina,523.77,31.511,39.833,0.165,0.8788,0.189,Viola canina,original_Diaz,herb,GIFT
Viola hirta,3523.23,19.1,53.523,0.073,3.0552,0.216,Viola hirta,original_Diaz,herb,GIFT
Viola mirabilis,4327.87,23.327,21.501,0.206,2.011,0.18,Viola mirabilis,original_Diaz,herb,GIFT
Viola odorata,1826.57,17.061,39.063,0.089,3.4568,0.199,Viola odorata,original_Diaz,herb,GIFT
Viola pubescens,1776.7,16.221,26.961,0.222,2.0235,0.174,Viola pubescens,original_Diaz,herb,GIFT
Viola reichenbachiana,487.8,23.367,33.343,0.136,1.5445,0.211,Viola reichenbachiana,original_Diaz,herb,GIFT
Viola riviniana,532,25.915,40.523,0.185,1.1749,0.2,Viola riviniana,original_Diaz,herb,GIFT
Viola sagittata,973.58,11.322,60.204,0.117,0.53,0.208,Viola sagittata,original_Diaz,herb,GIFT
Viola tricolor,167.92,25.459,37.244,0.162,0.5929,0.165,Viola tricolor,original_Diaz,herb,GIFT
Virola calophylla,24327.47,20.395,122.293,20,788.27,0.454,Virola calophylla,original_Diaz,tree,GIFT
Virola elongata,6813.1,22.825,83.192,15.492,324.24,0.56,Virola elongata,original_Diaz,tree,GIFT
Virola michelii,7072.61,19.293,82.193,35,1791.1371,0.499,Virola,original_Diaz,tree,GIFT
Virola multiflora,2100.51,16.608,99.987,30.085,875.69,0.458,Virola multiflora,original_Diaz,tree,GIFT
Virola sebifera,9111.25,24.013,77.172,24.764,502.1984,0.471,Virola sebifera,original_Diaz,tree,GIFT
Virola surinamensis,9113.93,18.582,73.991,33.603,1566.1059,0.449,Virola surinamensis,original_Diaz,tree,GIFT
Vismia baccifera,7943.26,15.15,68.579,10.469,3.1623,0.494,Vismia baccifera,original_Diaz,tree,GIFT
Vismia cayennensis,3108.05,13.457,117.94,7.763,1,0.49,Vismia cayennensis,original_Diaz,tree,GIFT
Vismia macrophylla,21182.71,16.277,65.434,12,0.6,0.494,Vismia macrophylla,original_Diaz,tree,GIFT
Vitex negundo,934.03,28.413,35.549,2.596,9.8833,0.618,Vitex negundo,original_Diaz,shrub,GIFT
Vitex pinnata,7176.86,20.178,84.555,4.899,95,0.688,Vitex pinnata,original_Diaz,tree,GIFT
Vochysia ferruginea,2673.98,16.879,95.761,25.6,15.6869,0.404,Vochysia ferruginea,original_Diaz,tree,GIFT
Vochysia guatemalensis,10294.63,10.6,112.549,30,300,0.397,Vochysia guatemalensis,original_Diaz,tree,GIFT
Vulpia bromoides,37.7,8.26,47.462,0.124,0.3488,0.483,Festuca bromoides,original_Diaz,herb,GIFT
Vulpia ciliata,28,19.011,39.707,0.259,0.2417,0.397,Festuca ambigua,original_Diaz,herb,GIFT
Vulpia myuros,31.06,15.658,71.617,0.116,0.4194,0.267,Festuca myuros,original_Diaz,herb,GIFT
Welwitschia mirabilis,235500,17.79,398.7,0.77,69,0.464,Welwitschia mirabilis,original_Diaz,shrub,GIFT
Xanthium strumarium,3557.04,28.51,61.617,1.274,162.0392,0.19,Xanthium strumarium,original_Diaz,herb,GIFT
Xylopia aromatica,1947.87,19.5,67.762,7.12,41.04,0.54,Xylopia aromatica,original_Diaz,tree,GIFT
Xylopia frutescens,1558.47,20.986,75.435,17.436,43.15,0.592,Xylopia frutescens,original_Diaz,tree,GIFT
Xylopia ligustrifolia,580.75,25.906,82.664,20,53.47,0.531,Xylopia ligustrifolia,original_Diaz,tree,GIFT
Xylopia macrantha,4841.6,16.957,76.483,20.611,162.1087,0.87,Xylopia macrantha,original_Diaz,tree,GIFT
Zannichellia palustris,20.2,28.19,11.931,0.212,0.6976,0.114,Zannichellia palustris,original_Diaz,herb,GIFT
Zanthoxylum ekmanii,7772.15,27.233,77.504,33.602,16.0623,0.465,Zanthoxylum ekmanii,original_Diaz,tree,GIFT
Zanthoxylum juniperinum,3646,22.934,117.642,17.79,11,0.473,Zanthoxylum acuminatum subsp. juniperinum,original_Diaz,tree,GIFT
Zanthoxylum panamense,1701.98,26.515,59.703,28.23,15.1839,0.506,Zanthoxylum panamense,original_Diaz,tree,GIFT
Zea mays,31173.3,20.77,47.897,2.08,232.2852,0.184,Zea mays,original_Diaz,herb,GIFT
Zelkova serrata,1020.56,16.558,81.925,28.524,19.3282,0.65,Zelkova serrata,original_Diaz,tree,GIFT
Zizia aurea,5472.12,26.92,63.122,0.722,2.2215,0.241,Zizia aurea,original_Diaz,herb,GIFT
Ziziphus jujuba,468.11,20.616,84.511,12.667,554.4905,0.698,Ziziphus jujuba,original_Diaz,tree,GIFT
Ziziphus mistol,272.76,30.613,89.688,3.416,695.3,0.86,Sarcomphalus mistol,original_Diaz,tree,GIFT
Zuelania guidonia,7406.68,20.477,60.504,21.441,16.4054,0.581,Casearia laetioides,original_Diaz,tree,GIFT
Zygophyllum fabago,79,41.8,195.807,0.2,4.756,0.181,Zygophyllum fabago,original_Diaz,herb,GIFT
Abarema macradenia,16535,23.39490891,120.2033357,31.67055799,90,0.438331582,Abarema macradenia,new_TRY,tree,GIFT
Acer negundo,9818.946274,27.3264944,40.28313751,11.59075108,38.23206164,0.451665105,Acer negundo,new_TRY,tree,GIFT
Ailanthus altissima,43943.00833,31.44285714,32.58406578,22.12444444,28.79744202,0.525633359,Ailanthus altissima,new_TRY,tree,GIFT
Ajuga reptans,997.5366775,21.57930717,36.39202771,0.095875644,1.301705455,0.086218331,Ajuga reptans,new_TRY,herb,GIFT
Arctium tomentosum,30999.20002,38.4,20,0.965625,9.862857143,0.234293376,Arctium tomentosum,new_TRY,herb,GIFT
Aspidosperma tomentosum,3170.475495,16.24717097,51.01869197,2.533333333,225.68,0.575847151,Aspidosperma tomentosum,new_TRY,tree,GIFT
Carapa guianensis,337534.79,16.04020943,91.09435096,51.25,18949.56004,0.520554539,Carapa guianensis,new_TRY,tree,GIFT
Carissa spinarum,316.0615926,12.32857339,108.1459965,1.373518519,110.12,0.901173222,Carissa spinarum,new_TRY,shrub,GIFT
Carya cordiformis,27900.30833,25,33.62228083,30.53976471,2852.228724,0.5925,Carya cordiformis,new_TRY,tree,GIFT
Carya illinoinensis,2878.098481,21.4,44.65130435,43.33125,4012.574298,0.645,Carya illinoinensis,new_TRY,tree,GIFT
Cavanillesia platanifolia,36114.4085,25.4982598,51.19379297,40.77591225,1159.262675,0.149612933,Cavanillesia platanifolia,new_TRY,tree,GIFT
Celtis laevigata,1995.160699,18.109,52.35706802,11.23697143,108.9881261,0.47,Celtis laevigata,new_TRY,tree,GIFT
Clematis vitalba,8212.165,26.16065,42.2212304,13.58333333,2.358826946,0.15,Clematis vitalba,new_TRY,shrub,GIFT
Coleogyne ramosissima,229.7180668,16.83333333,11.37136862,1.292133333,20.78,0.6782,Coleogyne ramosissima,new_TRY,shrub,GIFT
Colubrina glandulosa,11403.66667,28.03166292,61.09461918,27.78465689,19.06,0.71050846,Colubrina glandulosa,new_TRY,tree,GIFT
Diospyros virginiana,3804.307248,19.5,42.14407149,16.07414737,359.9952601,0.706151915,Diospyros virginiana,new_TRY,tree,GIFT
Dipteryx oleifera,65191.23106,24.52242779,45.09474991,25.78358964,7243.686864,0.786661714,Dipteryx oleifera,new_TRY,tree,GIFT
Empetrum nigrum,5.010555556,11.42289578,109.1959509,0.328363265,0.988573684,0.310053225,Empetrum nigrum,new_TRY,shrub,GIFT
Ficus yoponensis,3523.066667,19.30724268,89.69155945,10.51434445,1,0.360950561,Ficus yoponensis,new_TRY,tree,GIFT
Fraxinus americana,20008.21558,24.32115862,34.62916741,4.337046377,38.8344053,0.616074059,Fraxinus americana,new_TRY,tree,GIFT
Fraxinus quadrangulata,3040.244874,33.36667,42.7167877,18.93893333,71.4,0.565,Fraxinus quadrangulata,new_TRY,tree,GIFT
Harungana madagascariensis,47.3094,25.15,92.29998513,14.1735,5.49,0.469359376,Harungana madagascariensis,new_TRY,tree,GIFT
Inga pezizifera,27365.89821,31.69602576,48.31363884,20.7233828,730,0.559473678,Inga pezizifera,new_TRY,tree,GIFT
Juglans cinerea,28921.71131,23.84285714,56.58932792,22.064,14051.87498,0.38,Juglans cinerea,new_TRY,tree,GIFT
Laburnum anagyroides,3199.21365,32.269,41.8781027,7.189655172,31.44707534,0.921301498,Laburnum anagyroides,new_TRY,tree,GIFT
Lannea coromandelica,10288.98571,17.06861567,75.15753488,2.874262295,113.17,0.555955564,Lannea coromandelica,new_TRY,tree,GIFT
Lespedeza cuneata,212.3757895,18.56,46.13116477,0.597053659,1.622,0.625901054,Lespedeza cuneata,new_TRY,shrub,GIFT
Maclura tinctoria,3611,31.45090334,41.72005849,23.89208678,3,0.773302796,Maclura tinctoria,new_TRY,tree,GIFT
Magnolia fraseri,36229.58475,22.9,44.1774165,19.938,107.7267363,0.44,Magnolia fraseri,new_TRY,tree,GIFT
Magnolia virginiana,5700.45914,26.91999997,103.2735549,10.45133913,59.53026498,0.45,Magnolia virginiana,new_TRY,tree,GIFT
Miconia impetiolaris,39459.38571,21.59539843,57.15891353,6.409555556,0.1,0.638701344,Miconia impetiolaris,new_TRY,tree,GIFT
Nyssa aquatica,9120.734623,15.6,44.46650344,27.23955556,927.2631029,0.485,Nyssa aquatica,new_TRY,tree,GIFT
Pinus echinata,70.93904715,10.45,120.2067556,36.16282353,9.730547253,0.505287202,Pinus echinata,new_TRY,tree,GIFT
Poa palustris,203.493,23.303,27.44237102,0.701303704,0.162925803,0.091,Poa palustris,new_TRY,herb,GIFT
Quercus bicolor,8360.673408,20.2,65.48788474,23.312,3489.092635,0.674,Quercus bicolor,new_TRY,tree,GIFT
Quercus lyrata,10767.53393,22.9,60.77792529,22.54533333,3242.88796,0.605,Quercus lyrata,new_TRY,tree,GIFT
Quercus palustris,5744.16,17.2,77.40253632,28.29743448,1065.460287,0.63,Quercus palustris,new_TRY,tree,GIFT
Quercus phellos,1187.595654,18.56666671,73.42428193,29.27388889,1181.664342,0.644043855,Quercus phellos,new_TRY,tree,GIFT
Quercus pubescens,3969.25,19.09473125,74.57640601,16.56485714,1527.676364,0.642639808,Quercus pubescens,new_TRY,tree,GIFT
Rosa arvensis,1249.03265,22.95225926,39.97276865,1.181875,13.02546667,0.26277079,Rosa arvensis,new_TRY,shrub,GIFT
Rostraria cristata,228.7871818,21.29914248,85.47745603,0.253356944,0.192166667,0.123,Rostraria cristata,new_TRY,herb,GIFT
Rubus vestitus,4741.408333,24.26433251,59.2315066,1.945277778,2.537142857,0.273264666,Rubus vestitus,new_TRY,shrub,GIFT
Rudbeckia hirta,901.0934091,22.81849778,52.44297371,0.571275676,1.784903134,0.291413123,Rudbeckia hirta,new_TRY,herb,GIFT
Salix amygdaloides,1646.799307,20.6,58.63383172,17.41208,0.144178651,0.458,Salix amygdaloides,new_TRY,tree,GIFT
Sassafras albidum,9328.536,27.98333325,36.13196864,8.763004444,82.15060412,0.4635,Sassafras albidum,new_TRY,tree,GIFT
Socratea exorrhiza,2188167.13,18.00504684,52.42330003,21.57371519,3431.3176,0.2275,Socratea exorrhiza,new_TRY,tree,GIFT
Teucrium polium,48.17052778,16.594,118.5697447,0.20118,1.860285714,0.192294539,Teucrium polium,new_TRY,shrub,GIFT
Toxicodendron radicans,5410.961429,26.658865,25.70499665,8.291,16.739,0.64852222,Toxicodendron radicans,new_TRY,shrub,GIFT
Ximenia americana,11377,20.76413972,142.2744092,5.4288,747.7153846,0.849430747,Ximenia americana,new_TRY,tree,GIFT
Psychotria biaristata,465.3333333,21.71906471,35.95887985,0.431802758,10.75423949,0.322,Psychotria biaristata,new_TRY,shrub,GIFT
Garcinia,81.18333333,19.76666667,93.69992009,8.533333333,991.1859568,0.750443065,Garcinia,new_TRY,tree,GIFT
Nectandra,7230.75,22.20448289,82.66983482,13.16287347,10450.65157,0.472214245,Nectandra,new_TRY,tree,GIFT
Ocotea,9966.243334,19.60168448,67.25726328,23.07901206,889.8734921,0.506945307,Ocotea,new_TRY,tree,GIFT
